,0
1365,127339.04874816412
1366,129798.07249132486
1367,223941.06328329025
1368,206061.7885197634
1369,222875.06340557596
1370,174937.57807152678
1371,247490.08584695094
1372,289226.9600641057
1373,218315.91311660406
1374,219532.29816175473
1375,189773.93752146547
1376,157417.89225832038
1377,147425.21694757807
1378,176181.04053414252
1379,192303.06996704012
1380,201030.93708790286
1381,230392.79539627762
1382,145147.28520818095
1383,158781.65935040012
1384,119564.27755178609
1385,206174.1247311775
1386,205605.2629730635
1387,205553.29351795156
1388,200300.327993426
1389,278862.6543333865
1390,214135.10961119586
1391,233218.5768821547
1392,241620.9179354032
1393,141874.35815200346
1394,197681.88717201588
1395,199363.8783930869
1396,184937.11756446175
1397,196049.73840462795
1398,120989.73215553672
1399,125364.68639475104
1400,121285.33844210111
1401,188173.58976436823
1402,125517.98583533174
1403,243065.41848530178
1404,142924.23476650153
1405,135423.20861261
1406,90872.28806885808
1407,99135.19244517862
1408,100953.82053527693
1409,124355.19396744492
1410,85310.55481567433
1411,51544.6117520252
1412,98774.9348398826
1413,127550.6060407993
1414,117923.91855342101
1415,155513.50948855458
1416,138324.24598219496
1417,163941.58788598853
1418,137853.9328178637
1419,99638.93321487811
1420,147065.78704719356
1421,174941.1074249709
1422,194496.20917453352
1423,189829.6219846911
1424,185315.6637031322
1425,230993.02503706023
1426,100049.0701320814
1427,133868.02821028844
1428,57280.149004440354
1429,78350.8585699288
1430,137388.61587551565
1431,43092.74040538883
1432,73707.4383974348
1433,51171.65551609385
1434,320895.66849563795
1435,275891.5800868335
1436,192537.21685029034
1437,144415.1912605326
1438,200045.22471326176
1439,153303.73170213276
1440,198192.19052495138
1441,188510.00474352622
1442,320574.80828389747
1443,332274.26565661706
1444,84379.36461943123
1445,198682.8181318091
1446,115073.72036084102
1447,126215.0519382783
1448,144737.237703945
1449,79153.05549527996
1450,80643.3640965961
1451,146365.6083877972
1452,80806.10186176543
1453,77002.77675077484
1454,82991.66815121403
1455,81424.46747698162
1456,164435.8958514085
1457,115638.57716980402
1458,220531.68872865738
